hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
NYTimes 1094971056358637568.hashtags   158.24489795918367379473 .10204081632653061224 .00064482847562548362 5 49 5 7754
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
pandemic 1094971056358637568.hashtags   6.88021295474711624397 .04081632653061224489 .00593242197575444931 2 49 46 7754
Covid19 1094971056358637568.hashtags   5.27482993197278912442 .02040816326530612244 .00386897085375290172 1 49 30 7754
herdimmunity 1094971056358637568.hashtags   158.24489795918367867960 .04081632653061224489 .00025793139025019344 2 49 2 7754
MeToo 1094971056358637568.hashtags   79.12244897959183780601 .04081632653061224489 .00051586278050038689 2 49 4 7754
NoWarWithRussia 1094971056358637568.hashtags   17.58276643990929717230 .02040816326530612244 .00116069125612587051 1 49 9 7754
NoWar 1094971056358637568.hashtags   19.78061224489795925977 .04081632653061224489 .00206345112200154758 2 49 16 7754
Uyghurs 1094971056358637568.hashtags   158.24489795918367864083 .02040816326530612244 .00012896569512509672 1 49 1 7754
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
Putin 1094971056358637568.hashtags   1.09134412385643912744 .02040816326530612244 .01870002579313902501 1 49 145 7754
imperialism 1094971056358637568.hashtags   52.74829931972789151690 .02040816326530612244 .00038689708537529017 1 49 3 7754
Pandemic 1094971056358637568.hashtags   39.56122448979591889331 .02040816326530612244 .00051586278050038689 1 49 4 7754
Covid_19 1094971056358637568.hashtags   52.74829931972789152983 .04081632653061224489 .00077379417075058034 2 49 6 7754
MeToo 1094971056358637568.hashtags   79.12244897959183780601 .04081632653061224489 .00051586278050038689 2 49 4 7754
Ukraine 1094971056358637568.hashtags   1.99804164089878375588 .10204081632653061224 .05107041526953830281 5 49 396 7754
NATO 1094971056358637568.hashtags   4.27688913403199118017 .02040816326530612244 .00477173071962857879 1 49 37 7754
UkraineRussianWar 1094971056358637568.hashtags   26.37414965986394559449 .04081632653061224489 .00154758834150116069 2 49 12 7754
NoFlyZoneOverUkraine 1094971056358637568.hashtags   79.12244897959183932041 .02040816326530612244 .00025793139025019344 1 49 2 7754
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
UkraineRussianWar 1094971056358637568.hashtags   26.37414965986394559449 .04081632653061224489 .00154758834150116069 2 49 12 7754
Omicron 1094971056358637568.hashtags   6.16538563477338988025 .06122448979591836734 .00993035852463244776 3 49 77 7754
UkraineWar 1094971056358637568.hashtags   10.54965986394557824884 .02040816326530612244 .00193448542687645086 1 49 15 7754
Mariupol 1094971056358637568.hashtags   4.27688913403199118017 .02040816326530612244 .00477173071962857879 1 49 37 7754
NYTimes 1094971056358637568.hashtags   158.24489795918367379473 .10204081632653061224 .00064482847562548362 5 49 5 7754
BA2 1094971056358637568.hashtags   2.87717996289424860926 .02040816326530612244 .00709311323188031983 1 49 55 7754
COVID19 1094971056358637568.hashtags   6.98139255702280912397 .18367346938775510204 .02630900180551973175 9 49 204 7754
ZeroCovid 1094971056358637568.hashtags   79.12244897959183704881 .08163265306122448979 .00103172556100077379 4 49 8 7754
WarCriminal 1094971056358637568.hashtags   13.18707482993197279401 .02040816326530612244 .00154758834150116069 1 49 12 7754
NYTimes 1094971056358637568.hashtags   158.24489795918367379473 .10204081632653061224 .00064482847562548362 5 49 5 7754
เจ้าแก้มก้อน 1095523459877068800.hashtags   246.15873015873015960917 .66666666666666666666 .00270827959762703120 6 9 21 7754
fluke_natouch 1095523459877068800.hashtags   132.54700854700854744421 .22222222222222222222 .00167655403662625741 2 9 13 7754
เจ้าแก้มก้อน 1095523459877068800.hashtags   246.15873015873015960917 .66666666666666666666 .00270827959762703120 6 9 21 7754
fluke_natouch 1095523459877068800.hashtags   132.54700854700854744421 .22222222222222222222 .00167655403662625741 2 9 13 7754
เจ้าแก้มก้อน 1095523459877068800.hashtags   246.15873015873015960917 .66666666666666666666 .00270827959762703120 6 9 21 7754
ไขมันของเจ้าแก้มก้อน 1095523459877068800.hashtags   574.37037037037037454221 .22222222222222222222 .00038689708537529017 2 9 3 7754
UWMAseries 1095523459877068800.hashtags   430.77777777777779204083 .11111111111111111111 .00025793139025019344 1 9 2 7754
เจ้าแก้มก้อน 1095523459877068800.hashtags   246.15873015873015960917 .66666666666666666666 .00270827959762703120 6 9 21 7754
ไขมันของเจ้าแก้มก้อน 1095523459877068800.hashtags   574.37037037037037454221 .22222222222222222222 .00038689708537529017 2 9 3 7754
COVID19 1096205507348623360.hashtags   5.42997198879551820745 .14285714285714285714 .02630900180551973175 1 7 204 7754
VoteFordOut2022 1096205507348623360.hashtags   73.84761904761904777294 .14285714285714285714 .00193448542687645086 1 7 15 7754
VoteThemAllOut2022 1096205507348623360.hashtags   73.84761904761904777294 .14285714285714285714 .00193448542687645086 1 7 15 7754
NeverVoteConservative 1096205507348623360.hashtags   79.12244897959183716252 .14285714285714285714 .00180551973175135413 1 7 14 7754
FlutruxKlan 1096205507348623360.hashtags   1107.71428571428575095105 .14285714285714285714 .00012896569512509672 1 7 1 7754
TinfoilOfTheMonth 1096205507348623360.hashtags   1107.71428571428575095105 .14285714285714285714 .00012896569512509672 1 7 1 7754
bcpoli 1096205507348623360.hashtags   42.60439560439560440815 .14285714285714285714 .00335310807325251483 1 7 26 7754
Spanish 1098198745810984960.hashtags   215.38888888888889184510 .11111111111111111111 .00051586278050038689 1 9 4 7754
Polish 1098198745810984960.hashtags   430.77777777777779204083 .11111111111111111111 .00025793139025019344 1 9 2 7754
Hungarian 1098198745810984960.hashtags   861.55555555555558408166 .11111111111111111111 .00012896569512509672 1 9 1 7754
Europe 1098198745810984960.hashtags   33.13675213675213676223 .11111111111111111111 .00335310807325251483 1 9 26 7754
Pegasus 1098198745810984960.hashtags   430.77777777777779204083 .11111111111111111111 .00025793139025019344 1 9 2 7754
Hungary 1098198745810984960.hashtags   430.77777777777779204083 .11111111111111111111 .00025793139025019344 1 9 2 7754
Fidesz 1098198745810984960.hashtags   861.55555555555558408166 .11111111111111111111 .00012896569512509672 1 9 1 7754
PEGA 1098198745810984960.hashtags   861.55555555555558408166 .11111111111111111111 .00012896569512509672 1 9 1 7754
cyberweapons 1098198745810984960.hashtags   861.55555555555558408166 .11111111111111111111 .00012896569512509672 1 9 1 7754
WeTVxOhmFluke 1098819491780153345.hashtags   155.08000000000000032628 .10000000000000000000 .00064482847562548362 1 10 5 7754
609BedTimeStory 1098819491780153345.hashtags   775.40000000000002568124 .10000000000000000000 .00012896569512509672 1 10 1 7754
เจ้าแก้มก้อน 1098819491780153345.hashtags   147.69523809523809576698 .40000000000000000000 .00270827959762703120 4 10 21 7754
fluke_natouch 1098819491780153345.hashtags   59.64615384615384635049 .10000000000000000000 .00167655403662625741 1 10 13 7754
เจ้าแก้มก้อน 1098819491780153345.hashtags   147.69523809523809576698 .40000000000000000000 .00270827959762703120 4 10 21 7754
เจ้าแก้มก้อน 1098819491780153345.hashtags   147.69523809523809576698 .40000000000000000000 .00270827959762703120 4 10 21 7754
Fluke_Natouch 1098819491780153345.hashtags   387.70000000000000532505 .20000000000000000000 .00051586278050038689 2 10 4 7754
เจ้าแก้มก้อน 1098819491780153345.hashtags   147.69523809523809576698 .40000000000000000000 .00270827959762703120 4 10 21 7754
Fluke_Natouch 1098819491780153345.hashtags   387.70000000000000532505 .20000000000000000000 .00051586278050038689 2 10 4 7754
LoveAt9Q22 1098819491780153345.hashtags   775.40000000000002568124 .10000000000000000000 .00012896569512509672 1 10 1 7754
LeMMMMMMRip 1108565574.hashtags   67.42608695652173927027 .08695652173913043478 .00128965695125096724 2 23 10 7754
auspol 1108565574.hashtags   5.88018200202224469266 .13043478260869565217 .02218209956151663657 3 23 172 7754
AlboForPM 1108565574.hashtags   7.49178743961352657267 .04347826086956521739 .00580345628062935259 1 23 45 7754
abc730 1108565574.hashtags   42.14130434782608712561 .04347826086956521739 .00103172556100077379 1 23 8 7754
ScottyDoesntGiveARats 1108565574.hashtags   112.37681159420289936470 .04347826086956521739 .00038689708537529017 1 23 3 7754
auspol 1108565574.hashtags   5.88018200202224469266 .13043478260869565217 .02218209956151663657 3 23 172 7754
auspol 1108565574.hashtags   5.88018200202224469266 .13043478260869565217 .02218209956151663657 3 23 172 7754
Morrison 1108565574.hashtags   6.12964426877470356138 .04347826086956521739 .00709311323188031983 1 23 55 7754
VoteThemAllOut2022 1108565574.hashtags   22.47536231884057975675 .04347826086956521739 .00193448542687645086 1 23 15 7754
livingwithcovid 1108565574.hashtags   168.56521739130435340391 .04347826086956521739 .00025793139025019344 1 23 2 7754
living 1108565574.hashtags   44.95072463768115951351 .08695652173913043478 .00193448542687645086 2 23 15 7754
LeMMMMMMRip 1108565574.hashtags   67.42608695652173927027 .08695652173913043478 .00128965695125096724 2 23 10 7754
Oz 1108565574.hashtags   33.71304347826086963513 .04347826086956521739 .00128965695125096724 1 23 10 7754
taxpayer 1108565574.hashtags   67.42608695652173927027 .04347826086956521739 .00064482847562548362 1 23 5 7754
warfare 1108565574.hashtags   337.13043478260870680782 .04347826086956521739 .00012896569512509672 1 23 1 7754
schools 1108565574.hashtags   7.17298797409805735497 .04347826086956521739 .00606138767087954604 1 23 47 7754
LNPDisgrace 1108565574.hashtags   33.71304347826086963513 .04347826086956521739 .00128965695125096724 1 23 10 7754
insiders 1108565574.hashtags   25.93311036789297667335 .04347826086956521739 .00167655403662625741 1 23 13 7754
ScottyDoesNothing 1108565574.hashtags   112.37681159420289936470 .04347826086956521739 .00038689708537529017 1 23 3 7754
ScottyTheSOOOOOObag 1108565574.hashtags   168.56521739130435340391 .04347826086956521739 .00025793139025019344 1 23 2 7754
LNPCorruptionParty 1108565574.hashtags   18.72946859903381648010 .04347826086956521739 .00232138251225174103 1 23 18 7754
ScottyThePathologicalLiar 1108565574.hashtags   24.08074534161490696226 .04347826086956521739 .00180551973175135413 1 23 14 7754
ausvotes 1108565574.hashtags   14.65784499054820419907 .04347826086956521739 .00296621098787722465 1 23 23 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
January6th 110899711.hashtags   369.23809523809523941746 1.00000000000000000000 .00270827959762703120 6 6 21 7754
reparations 1110389035174948864.hashtags   969.25000000000003210156 .25000000000000000000 .00025793139025019344 1 4 2 7754
JimmyDore 1110389035174948864.hashtags   1938.50000000000006420312 .25000000000000000000 .00012896569512509672 1 4 1 7754
FreeRRRRRRange 1110389035174948864.hashtags   1938.50000000000006420312 .50000000000000000000 .00025793139025019344 2 4 2 7754
FreeRRRRRRange 1110389035174948864.hashtags   1938.50000000000006420312 .50000000000000000000 .00025793139025019344 2 4 2 7754
AgedCare 1113341312.hashtags   775.40000000000002568124 .20000000000000000000 .00025793139025019344 1 5 2 7754
HealthCare 1113341312.hashtags   775.40000000000002568124 .20000000000000000000 .00025793139025019344 1 5 2 7754
ReligiousDiscriminationBill 1113341312.hashtags   516.93333333333333709316 .20000000000000000000 .00038689708537529017 1 5 3 7754
auspol 1113341312.hashtags   18.03255813953488372472 .40000000000000000000 .02218209956151663657 2 5 172 7754
auspol 1113341312.hashtags   18.03255813953488372472 .40000000000000000000 .02218209956151663657 2 5 172 7754
LoveAt9Q18 1117704370630455296.hashtags   969.25000000000003210156 .25000000000000000000 .00025793139025019344 1 4 2 7754
IntroductionLoveAt9 1117704370630455296.hashtags   969.25000000000003210156 .25000000000000000000 .00025793139025019344 1 4 2 7754
โอห์มฟลุ้คฟีเวอร์2021 1117704370630455296.hashtags   646.16666666666667136645 .50000000000000000000 .00077379417075058034 2 4 6 7754
โอห์มฟลุ้คฟีเวอร์2021 1117704370630455296.hashtags   646.16666666666667136645 .50000000000000000000 .00077379417075058034 2 4 6 7754
TamikaPalmer 1118324398761574401.hashtags   861.55555555555558408166 .22222222222222222222 .00025793139025019344 2 9 2 7754
BrettHankison 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
TamikaPalmer 1118324398761574401.hashtags   861.55555555555558408166 .22222222222222222222 .00025793139025019344 2 9 2 7754
BreonnaTaylor 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
BrettHankison 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
Hankison 1118324398761574401.hashtags   1148.74074074074074908442 .44444444444444444444 .00038689708537529017 4 9 3 7754
BreonnaTaylor 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
BrettHankison 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
BreonnaTaylor 1118324398761574401.hashtags   861.55555555555556181332 .33333333333333333333 .00038689708537529017 3 9 3 7754
NYC 1120633726478823425.hashtags   68.01754385964912329833 .05263157894736842105 .00077379417075058034 1 19 6 7754
zelensky 1120633726478823425.hashtags   204.05263157894737516907 .05263157894736842105 .00025793139025019344 1 19 2 7754
kiew 1120633726478823425.hashtags   408.10526315789475033814 .05263157894736842105 .00012896569512509672 1 19 1 7754
ukraine 1120633726478823425.hashtags   58.30075187969924875669 .05263157894736842105 .00090275986587567706 1 19 7 7754
UkraineRussiaWar 1120633726478823425.hashtags   24.00619195046439631223 .05263157894736842105 .00219241681712664431 1 19 17 7754
Russia 1120633726478823425.hashtags   3.43908929627439384966 .15789473684210526315 .04591178746453443384 3 19 356 7754
Ukraine 1120633726478823425.hashtags   8.24455077086656034045 .42105263157894736842 .05107041526953830281 8 19 396 7754
Ukraine 1120633726478823425.hashtags   8.24455077086656034045 .42105263157894736842 .05107041526953830281 8 19 396 7754
Tbilisi 1120633726478823425.hashtags   408.10526315789475033814 .05263157894736842105 .00012896569512509672 1 19 1 7754
Georgia 1120633726478823425.hashtags   81.62105263157894753607 .05263157894736842105 .00064482847562548362 1 19 5 7754
Ukraine 1120633726478823425.hashtags   8.24455077086656034045 .42105263157894736842 .05107041526953830281 8 19 396 7754
Zelensky 1120633726478823425.hashtags   10.20263157894736842223 .05263157894736842105 .00515862780500386897 1 19 40 7754
Ukrainian 1120633726478823425.hashtags   6.27854251012145749528 .05263157894736842105 .00838277018313128707 1 19 65 7754
StandWithUkraine️ 1120633726478823425.hashtags   40.81052631578947376803 .05263157894736842105 .00128965695125096724 1 19 10 7754
LongLiveUkraine 1120633726478823425.hashtags   204.05263157894737516907 .05263157894736842105 .00025793139025019344 1 19 2 7754
StopRussia 1120633726478823425.hashtags   58.30075187969924875669 .05263157894736842105 .00090275986587567706 1 19 7 7754
SlavaUkraini 1120633726478823425.hashtags   24.00619195046439631223 .05263157894736842105 .00219241681712664431 1 19 17 7754
StandWithUkraine 1120633726478823425.hashtags   10.46423751686909581923 .10526315789473684210 .01005932421975754449 2 19 78 7754
UkraineUnderAttack 1120633726478823425.hashtags   51.01315789473684230893 .05263157894736842105 .00103172556100077379 1 19 8 7754
abpoli 1126026707771650048.hashtags   129.23333333333333360394 .33333333333333333333 .00257931390250193448 6 18 20 7754
ableg 1126026707771650048.hashtags   39.16161616161616162455 .33333333333333333333 .00851173587825638380 6 18 66 7754
cdnpoli 1126026707771650048.hashtags   58.74242424242424250584 .33333333333333333333 .00567449058550425586 6 18 44 7754
abpoli 1126026707771650048.hashtags   129.23333333333333360394 .33333333333333333333 .00257931390250193448 6 18 20 7754
